Initialising...
Simulation: Reached termination time.
Starting CloudSim version 3.0
Broker is starting...
Datacenter is starting...
Entities started.
0.0: Broker: Cloud Resource List received with 1 resource(s)
0.0: Broker: Trying to Create VM #532 in Datacenter
0.0: Broker: Trying to Create VM #533 in Datacenter
0.0: Broker: Trying to Create VM #534 in Datacenter
0.0: Broker: Trying to Create VM #535 in Datacenter
0.0: Broker: Trying to Create VM #536 in Datacenter
0.0: Broker: Trying to Create VM #537 in Datacenter
0.0: Broker: Trying to Create VM #538 in Datacenter
0.0: Broker: Trying to Create VM #539 in Datacenter
0.0: Broker: Trying to Create VM #540 in Datacenter
0.0: Broker: Trying to Create VM #541 in Datacenter
0.0: Broker: Trying to Create VM #542 in Datacenter
0.0: Broker: Trying to Create VM #543 in Datacenter
0.0: Broker: Trying to Create VM #544 in Datacenter
0.0: Broker: Trying to Create VM #545 in Datacenter
0.0: Broker: Trying to Create VM #546 in Datacenter
0.0: Broker: Trying to Create VM #547 in Datacenter
0.0: Broker: Trying to Create VM #548 in Datacenter
0.0: Broker: Trying to Create VM #549 in Datacenter
0.0: Broker: Trying to Create VM #550 in Datacenter
0.0: Broker: Trying to Create VM #551 in Datacenter
0.0: Broker: Trying to Create VM #552 in Datacenter
0.0: Broker: Trying to Create VM #553 in Datacenter
0.0: Broker: Trying to Create VM #554 in Datacenter
0.0: Broker: Trying to Create VM #555 in Datacenter
0.0: Broker: Trying to Create VM #556 in Datacenter
0.0: Broker: Trying to Create VM #557 in Datacenter
0.0: Broker: Trying to Create VM #558 in Datacenter
0.0: Broker: Trying to Create VM #559 in Datacenter
0.0: Broker: Trying to Create VM #560 in Datacenter
0.0: Broker: Trying to Create VM #561 in Datacenter
0.0: Broker: Trying to Create VM #562 in Datacenter
0.0: Broker: Trying to Create VM #563 in Datacenter
0.0: Broker: Trying to Create VM #564 in Datacenter
0.0: Broker: Trying to Create VM #565 in Datacenter
0.0: Broker: Trying to Create VM #566 in Datacenter
0.0: Broker: Trying to Create VM #567 in Datacenter
0.0: Broker: Trying to Create VM #568 in Datacenter
0.0: Broker: Trying to Create VM #569 in Datacenter
0.0: Broker: Trying to Create VM #570 in Datacenter
0.0: Broker: Trying to Create VM #571 in Datacenter
0.0: Broker: Trying to Create VM #572 in Datacenter
0.0: Broker: Trying to Create VM #573 in Datacenter
0.0: Broker: Trying to Create VM #574 in Datacenter
0.0: Broker: Trying to Create VM #575 in Datacenter
0.0: Broker: Trying to Create VM #576 in Datacenter
0.0: Broker: Trying to Create VM #577 in Datacenter
0.0: Broker: Trying to Create VM #578 in Datacenter
0.0: Broker: Trying to Create VM #579 in Datacenter
0.0: Broker: Trying to Create VM #580 in Datacenter
0.0: Broker: Trying to Create VM #581 in Datacenter
0.0: Broker: Trying to Create VM #582 in Datacenter
0.0: Broker: Trying to Create VM #583 in Datacenter
0.0: Broker: Trying to Create VM #584 in Datacenter
0.0: Broker: Trying to Create VM #585 in Datacenter
0.0: Broker: Trying to Create VM #586 in Datacenter
0.0: Broker: Trying to Create VM #587 in Datacenter
0.0: Broker: Trying to Create VM #588 in Datacenter
0.0: Broker: Trying to Create VM #589 in Datacenter
0.0: Broker: Trying to Create VM #590 in Datacenter
0.0: Broker: Trying to Create VM #591 in Datacenter
0.0: Broker: Trying to Create VM #592 in Datacenter
0.0: Broker: Trying to Create VM #593 in Datacenter
0.0: Broker: Trying to Create VM #594 in Datacenter
0.0: Broker: Trying to Create VM #595 in Datacenter
0.0: Broker: Trying to Create VM #596 in Datacenter
0.0: Broker: Trying to Create VM #597 in Datacenter
0.0: Broker: Trying to Create VM #598 in Datacenter
0.0: Broker: Trying to Create VM #599 in Datacenter
0,00: VM #0 has been allocated to the host #0
0,00: VM #1 has been allocated to the host #0
0,00: VM #2 has been allocated to the host #0
0,00: VM #3 has been allocated to the host #0
0,00: VM #4 has been allocated to the host #0
0,00: VM #5 has been allocated to the host #0
0,00: VM #6 has been allocated to the host #0
0,00: VM #7 has been allocated to the host #0
0,00: VM #8 has been allocated to the host #1
0,00: VM #9 has been allocated to the host #1
0,00: VM #10 has been allocated to the host #1
0,00: VM #11 has been allocated to the host #1
0,00: VM #12 has been allocated to the host #1
0,00: VM #13 has been allocated to the host #1
0,00: VM #14 has been allocated to the host #1
0,00: VM #15 has been allocated to the host #1
0,00: VM #16 has been allocated to the host #2
0,00: VM #17 has been allocated to the host #2
0,00: VM #18 has been allocated to the host #2
0,00: VM #19 has been allocated to the host #2
0,00: VM #20 has been allocated to the host #2
0,00: VM #21 has been allocated to the host #2
0,00: VM #22 has been allocated to the host #2
0,00: VM #23 has been allocated to the host #2
0,00: VM #24 has been allocated to the host #3
0,00: VM #25 has been allocated to the host #3
0,00: VM #26 has been allocated to the host #3
0,00: VM #27 has been allocated to the host #3
0,00: VM #28 has been allocated to the host #3
0,00: VM #29 has been allocated to the host #3
0,00: VM #30 has been allocated to the host #3
0,00: VM #31 has been allocated to the host #3
0,00: VM #32 has been allocated to the host #4
0,00: VM #33 has been allocated to the host #4
0,00: VM #34 has been allocated to the host #4
0,00: VM #35 has been allocated to the host #4
0,00: VM #36 has been allocated to the host #4
0,00: VM #37 has been allocated to the host #4
0,00: VM #38 has been allocated to the host #4
0,00: VM #39 has been allocated to the host #4
0,00: VM #40 has been allocated to the host #5
0,00: VM #41 has been allocated to the host #5
0,00: VM #42 has been allocated to the host #5
0,00: VM #43 has been allocated to the host #5
0,00: VM #44 has been allocated to the host #5
0,00: VM #45 has been allocated to the host #5
0,00: VM #46 has been allocated to the host #5
0,00: VM #47 has been allocated to the host #5
0,00: VM #48 has been allocated to the host #6
0,00: VM #49 has been allocated to the host #6
0,00: VM #50 has been allocated to the host #6
0,00: VM #51 has been allocated to the host #6
0,00: VM #52 has been allocated to the host #6
0,00: VM #53 has been allocated to the host #6
0,00: VM #54 has been allocated to the host #6
0,00: VM #55 has been allocated to the host #6
0,00: VM #56 has been allocated to the host #7
0,00: VM #57 has been allocated to the host #7
0,00: VM #58 has been allocated to the host #7
0,00: VM #59 has been allocated to the host #7
0,00: VM #60 has been allocated to the host #7
0,00: VM #61 has been allocated to the host #7
0,00: VM #62 has been allocated to the host #7
0,00: VM #63 has been allocated to the host #7
0,00: VM #64 has been allocated to the host #8
0,00: VM #65 has been allocated to the host #8
0,00: VM #66 has been allocated to the host #8
0,00: VM #67 has been allocated to the host #8
0,00: VM #68 has been allocated to the host #8
0,00: VM #69 has been allocated to the host #8
0,00: VM #70 has been allocated to the host #8
0,00: VM #71 has been allocated to the host #8
0,00: VM #72 has been allocated to the host #9
0,00: VM #73 has been allocated to the host #9
0,00: VM #74 has been allocated to the host #9
0,00: VM #75 has been allocated to the host #9
0,00: VM #76 has been allocated to the host #9
0,00: VM #77 has been allocated to the host #9
0,00: VM #78 has been allocated to the host #9
0,00: VM #79 has been allocated to the host #9
0,00: VM #80 has been allocated to the host #10
0,00: VM #81 has been allocated to the host #10
0,00: VM #82 has been allocated to the host #10
0,00: VM #83 has been allocated to the host #10
0,00: VM #84 has been allocated to the host #10
0,00: VM #85 has been allocated to the host #10
0,00: VM #86 has been allocated to the host #10
0,00: VM #87 has been allocated to the host #10
0,00: VM #88 has been allocated to the host #11
0,00: VM #89 has been allocated to the host #11
0,00: VM #90 has been allocated to the host #11
0,00: VM #91 has been allocated to the host #11
0,00: VM #92 has been allocated to the host #11
0,00: VM #93 has been allocated to the host #11
0,00: VM #94 has been allocated to the host #11
0,00: VM #95 has been allocated to the host #11
0,00: VM #96 has been allocated to the host #12
0,00: VM #97 has been allocated to the host #12
0,00: VM #98 has been allocated to the host #12
0,00: VM #99 has been allocated to the host #12
0,00: VM #100 has been allocated to the host #12
0,00: VM #101 has been allocated to the host #12
0,00: VM #102 has been allocated to the host #12
0,00: VM #103 has been allocated to the host #12
0,00: VM #104 has been allocated to the host #13
0,00: VM #105 has been allocated to the host #13
0,00: VM #106 has been allocated to the host #13
0,00: VM #107 has been allocated to the host #13
0,00: VM #108 has been allocated to the host #13
0,00: VM #109 has been allocated to the host #13
0,00: VM #110 has been allocated to the host #13
0,00: VM #111 has been allocated to the host #13
0,00: VM #112 has been allocated to the host #14
0,00: VM #113 has been allocated to the host #14
0,00: VM #114 has been allocated to the host #14
0,00: VM #115 has been allocated to the host #14
0,00: VM #116 has been allocated to the host #14
0,00: VM #117 has been allocated to the host #14
0,00: VM #118 has been allocated to the host #14
0,00: VM #119 has been allocated to the host #14
0,00: VM #120 has been allocated to the host #15
0,00: VM #121 has been allocated to the host #15
0,00: VM #122 has been allocated to the host #15
0,00: VM #123 has been allocated to the host #15
0,00: VM #124 has been allocated to the host #15
0,00: VM #125 has been allocated to the host #15
0,00: VM #126 has been allocated to the host #15
0,00: VM #127 has been allocated to the host #15
0,00: VM #128 has been allocated to the host #16
0,00: VM #129 has been allocated to the host #16
0,00: VM #130 has been allocated to the host #16
0,00: VM #131 has been allocated to the host #16
0,00: VM #132 has been allocated to the host #16
0,00: VM #133 has been allocated to the host #16
0,00: VM #134 has been allocated to the host #16
0,00: VM #135 has been allocated to the host #16
0,00: VM #136 has been allocated to the host #17
0,00: VM #137 has been allocated to the host #17
0,00: VM #138 has been allocated to the host #17
0,00: VM #139 has been allocated to the host #17
0,00: VM #140 has been allocated to the host #17
0,00: VM #141 has been allocated to the host #17
0,00: VM #142 has been allocated to the host #17
0,00: VM #143 has been allocated to the host #17
0,00: VM #144 has been allocated to the host #18
0,00: VM #145 has been allocated to the host #18
0,00: VM #146 has been allocated to the host #18
0,00: VM #147 has been allocated to the host #18
0,00: VM #148 has been allocated to the host #18
0,00: VM #149 has been allocated to the host #18
0,00: VM #150 has been allocated to the host #18
0,00: VM #151 has been allocated to the host #18
0,00: VM #152 has been allocated to the host #19
0,00: VM #153 has been allocated to the host #19
0,00: VM #154 has been allocated to the host #19
0,00: VM #155 has been allocated to the host #19
0,00: VM #156 has been allocated to the host #19
0,00: VM #157 has been allocated to the host #19
0,00: VM #158 has been allocated to the host #19
0,00: VM #159 has been allocated to the host #19
0,00: VM #160 has been allocated to the host #20
0,00: VM #161 has been allocated to the host #20
0,00: VM #162 has been allocated to the host #20
0,00: VM #163 has been allocated to the host #20
0,00: VM #164 has been allocated to the host #20
0,00: VM #165 has been allocated to the host #20
0,00: VM #166 has been allocated to the host #20
0,00: VM #167 has been allocated to the host #20
0,00: VM #168 has been allocated to the host #21
0,00: VM #169 has been allocated to the host #21
0,00: VM #170 has been allocated to the host #21
0,00: VM #171 has been allocated to the host #21
0,00: VM #172 has been allocated to the host #21
0,00: VM #173 has been allocated to the host #21
0,00: VM #174 has been allocated to the host #21
0,00: VM #175 has been allocated to the host #21
0,00: VM #176 has been allocated to the host #22
0,00: VM #177 has been allocated to the host #22
0,00: VM #178 has been allocated to the host #22
0,00: VM #179 has been allocated to the host #22
0,00: VM #180 has been allocated to the host #22
0,00: VM #181 has been allocated to the host #22
0,00: VM #182 has been allocated to the host #22
0,00: VM #183 has been allocated to the host #22
0,00: VM #184 has been allocated to the host #23
0,00: VM #185 has been allocated to the host #23
0,00: VM #186 has been allocated to the host #23
0,00: VM #187 has been allocated to the host #23
0,00: VM #188 has been allocated to the host #23
0,00: VM #189 has been allocated to the host #23
0,00: VM #190 has been allocated to the host #23
0,00: VM #191 has been allocated to the host #23
0,00: VM #192 has been allocated to the host #24
0,00: VM #193 has been allocated to the host #24
0,00: VM #194 has been allocated to the host #24
0,00: VM #195 has been allocated to the host #24
0,00: VM #196 has been allocated to the host #24
0,00: VM #197 has been allocated to the host #24
0,00: VM #198 has been allocated to the host #24
0,00: VM #199 has been allocated to the host #24
0,00: VM #200 has been allocated to the host #25
0,00: VM #201 has been allocated to the host #25
0,00: VM #202 has been allocated to the host #25
0,00: VM #203 has been allocated to the host #25
0,00: VM #204 has been allocated to the host #25
0,00: VM #205 has been allocated to the host #25
0,00: VM #206 has been allocated to the host #25
0,00: VM #207 has been allocated to the host #25
0,00: VM #208 has been allocated to the host #26
0,00: VM #209 has been allocated to the host #26
0,00: VM #210 has been allocated to the host #26
0,00: VM #211 has been allocated to the host #26
0,00: VM #212 has been allocated to the host #26
0,00: VM #213 has been allocated to the host #26
0,00: VM #214 has been allocated to the host #26
0,00: VM #215 has been allocated to the host #26
0,00: VM #216 has been allocated to the host #27
0,00: VM #217 has been allocated to the host #27
0,00: VM #218 has been allocated to the host #27
0,00: VM #219 has been allocated to the host #27
0,00: VM #220 has been allocated to the host #27
0,00: VM #221 has been allocated to the host #27
0,00: VM #222 has been allocated to the host #27
0,00: VM #223 has been allocated to the host #27
0,00: VM #224 has been allocated to the host #28
0,00: VM #225 has been allocated to the host #28
0,00: VM #226 has been allocated to the host #28
0,00: VM #227 has been allocated to the host #28
0,00: VM #228 has been allocated to the host #28
0,00: VM #229 has been allocated to the host #28
0,00: VM #230 has been allocated to the host #28
0,00: VM #231 has been allocated to the host #28
0,00: VM #232 has been allocated to the host #29
0,00: VM #233 has been allocated to the host #29
0,00: VM #234 has been allocated to the host #29
0,00: VM #235 has been allocated to the host #29
0,00: VM #236 has been allocated to the host #29
0,00: VM #237 has been allocated to the host #29
0,00: VM #238 has been allocated to the host #29
0,00: VM #239 has been allocated to the host #29
0,00: VM #240 has been allocated to the host #30
0,00: VM #241 has been allocated to the host #30
0,00: VM #242 has been allocated to the host #30
0,00: VM #243 has been allocated to the host #30
0,00: VM #244 has been allocated to the host #30
0,00: VM #245 has been allocated to the host #30
0,00: VM #246 has been allocated to the host #30
0,00: VM #247 has been allocated to the host #30
0,00: VM #248 has been allocated to the host #31
0,00: VM #249 has been allocated to the host #31
0,00: VM #250 has been allocated to the host #31
0,00: VM #251 has been allocated to the host #31
0,00: VM #252 has been allocated to the host #31
0,00: VM #253 has been allocated to the host #31
0,00: VM #254 has been allocated to the host #31
0,00: VM #255 has been allocated to the host #31
0,00: VM #256 has been allocated to the host #32
0,00: VM #257 has been allocated to the host #32
0,00: VM #258 has been allocated to the host #32
0,00: VM #259 has been allocated to the host #32
0,00: VM #260 has been allocated to the host #32
0,00: VM #261 has been allocated to the host #32
0,00: VM #262 has been allocated to the host #32
0,00: VM #263 has been allocated to the host #32
0,00: VM #264 has been allocated to the host #33
0,00: VM #265 has been allocated to the host #33
0,00: VM #266 has been allocated to the host #33
0,00: VM #267 has been allocated to the host #33
0,00: VM #268 has been allocated to the host #33
0,00: VM #269 has been allocated to the host #33
0,00: VM #270 has been allocated to the host #33
0,00: VM #271 has been allocated to the host #33
0,00: VM #272 has been allocated to the host #34
0,00: VM #273 has been allocated to the host #34
0,00: VM #274 has been allocated to the host #34
0,00: VM #275 has been allocated to the host #34
0,00: VM #276 has been allocated to the host #34
0,00: VM #277 has been allocated to the host #34
0,00: VM #278 has been allocated to the host #34
0,00: VM #279 has been allocated to the host #34
0,00: VM #280 has been allocated to the host #35
0,00: VM #281 has been allocated to the host #35
0,00: VM #282 has been allocated to the host #35
0,00: VM #283 has been allocated to the host #35
0,00: VM #284 has been allocated to the host #35
0,00: VM #285 has been allocated to the host #35
0,00: VM #286 has been allocated to the host #35
